SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
0006BB,2018-01-01,2018-01-31,2195,"286,32",30,,35,
0006BB,2018-02-01,2018-02-28,1999,"261,49",27,,35,
0006BB,2018-03-01,2018-03-31,2203,"288,05",30,,35,
0006BB,2018-04-01,2018-04-30,2174,"284,89",29,,35,
0006BB,2018-05-01,2018-05-31,2306,"301,54",30,,35,
0006BB,2018-06-01,2018-06-30,2306,"301,40",29,,35,
0006BB,2018-07-01,2018-07-31,2759,"358,62",30,,35,
0006BB,2018-08-01,2018-08-31,2781,"361,69",30,,35,
0006BB,2018-09-01,2018-09-30,2647,"346,44",29,,35,
0006BB,2018-10-01,2018-10-31,2708,"353,93",30,,35,
0006BB,2018-11-01,2018-11-30,2609,"341,31",29,,35,
0006BB,2018-12-01,2018-12-31,2827,"368,59",30,,35,
0006BB,2019-01-01,2019-01-31,2829,"352,08",30,,35,
0006BB,2019-02-01,2019-02-28,2475,"309,62",27,,35,
0006BB,2019-03-01,2019-03-31,2713,"338,57",30,,35,
0006BB,2019-04-01,2019-04-30,2505,"313,08",29,,35,
0006BB,2019-05-01,2019-05-31,2600,"323,20",30,,35,
0006BB,2019-06-01,2019-06-30,2770,"344,85",29,,35,
0006BB,2019-07-01,2019-07-31,2861,"355,89",30,,35,
0006BB,2019-08-01,2019-08-31,2826,"352,13",30,,35,
0006BB,2019-09-01,2019-09-30,2714,"338,31",29,,35,
0006BB,2019-10-01,2019-10-31,2805,"349,08",30,,35,
0006BB,2019-11-01,2019-11-30,2680,"334,16",29,,35,
0006BB,2019-12-01,2019-12-31,2735,"340,42",30,,35,
0006BB,2020-01-01,2020-01-31,2743,"392,84",30,,35,
0006BB,2020-02-01,2020-02-29,2535,"365,54",28,,35,
0006BB,2020-03-01,2020-03-31,2644,"383,08",30,,35,
0006BB,2020-04-01,2020-04-30,2569,"371,58",29,,35,
0006BB,2020-05-01,2020-05-31,2655,"383,26",30,,35,
0006BB,2020-06-01,2020-06-30,2623,"378,94",29,,35,
0006BB,2020-07-01,2020-07-31,2755,"396,43",30,,35,
0006BB,2020-08-01,2020-08-31,2797,"401,25",30,,35,
0006BB,2020-09-01,2020-09-30,3171,"452,79",29,,35,
0006BB,2020-10-01,2020-10-31,3464,"492,83",30,,35,
0006BB,2020-11-01,2020-11-30,3315,"459,69",29,,35,
0006BR,2018-01-01,2018-06-30,13640,"1 854,79",180,,20,
0006BR,2018-07-01,2018-12-31,14222,"1 956,44",183,,20,
0006BR,2019-01-01,2019-06-30,13696,"1 800,14",180,,20,
0006BR,2019-07-01,2019-07-31,2493,"323,81",30,,20,
0006BR,2019-08-01,2019-08-31,2656,"343,60",30,,20,
0006BR,2019-09-01,2019-09-30,2598,"336,56",29,,20,
0006BR,2019-10-01,2019-10-31,2619,"339,11",30,,20,
0006BR,2019-11-01,2019-11-30,2502,"324,91",29,,20,
0006BR,2019-12-01,2019-12-31,2548,"330,49",30,,20,
0006BR,2020-01-01,2020-01-31,2544,"330,01",30,,20,
0006BR,2020-02-01,2020-02-29,2417,"309,51",28,,20,
0006BR,2020-03-01,2020-03-31,2601,"334,24",30,,20,
0006BR,2020-04-01,2020-04-30,2621,"336,65",29,,20,
0006BR,2020-05-01,2020-05-31,2705,"346,76",30,,20,
0006BR,2020-06-01,2020-06-30,2632,"337,97",29,,20,
0006BR,2020-07-01,2020-07-31,2779,"355,67",30,,20,
0006BR,2020-08-01,2020-08-31,2816,"360,12",30,,20,
0006BR,2020-09-01,2020-09-30,2703,"346,52",29,,20,
0006BR,2020-10-01,2020-10-31,2759,"353,26",30,,20,
0006BR,2020-11-01,2020-11-30,2638,"338,69",29,,20,
0007BB,2018-01-01,2018-01-31,1555,"219,45",30,,35,
0007BB,2018-02-01,2018-02-28,1436,"202,83",27,,35,
0007BB,2018-03-01,2018-03-31,1706,"225,19",30,,35,
0007BB,2018-04-01,2018-04-30,1523,"249,77",29,,35,
0007BB,2018-05-01,2018-05-31,1582,"272,10",30,,35,
0007BB,2018-06-01,2018-06-30,1714,"313,66",29,,35,
0007BB,2018-07-01,2018-07-31,1923,"355,76",30,,35,
0007BB,2018-08-01,2018-08-31,2119,"372,94",30,,35,
0007BB,2018-09-01,2018-09-30,1833,"318,94",29,,35,
0007BB,2018-10-01,2018-10-31,1939,"285,03",30,,35,
0007BB,2018-11-01,2018-11-30,1931,"262,62",29,,35,
0007BB,2018-12-01,2018-12-31,1956,"248,41",30,,35,
0007BB,2019-01-01,2019-01-31,1946,"280,22",30,,35,
0007BB,2019-02-01,2019-02-28,1939,"294,73",27,,35,
0007BB,2019-03-01,2019-03-31,1739,"276,50",30,,35,
0007BB,2019-04-01,2019-04-30,1885,"333,65",29,,35,
0007BB,2019-05-01,2019-05-31,1946,"340,55",30,,35,
0007BB,2019-06-01,2019-06-30,1805,"364,61",29,,35,
0007BB,2019-07-01,2019-07-31,2124,"426,92",30,,35,
0007BB,2019-08-01,2019-08-31,2075,"412,93",30,,35,
0007BB,2019-09-01,2019-09-30,1916,"367,87",29,,35,
0007BB,2019-10-01,2019-10-31,2246,"375,08",30,,35,
0007BB,2019-11-01,2019-11-30,1829,"287,15",29,,35,
0007BB,2019-12-01,2019-12-31,2004,"306,61",30,,35,
0007BB,2020-01-01,2020-01-31,2143,"317,16",30,,35,
0007BB,2020-02-01,2020-02-29,1440,"223,20",28,,35,
0007BB,2020-03-01,2020-03-31,757,"120,36",30,,35,
0007BB,2020-04-01,2020-04-30,3133,"582,74",29,,35,
0007BB,2020-05-01,2020-05-31,2338,"425,52",30,,35,
0007BB,2020-06-01,2020-06-30,1725,"343,28",29,,35,
0007BB,2020-07-01,2020-07-31,2104,"414,49",30,,35,
0007BB,2020-08-01,2020-08-31,1915,"371,51",30,,35,
0007BB,2020-09-01,2020-09-30,2267,"428,46",29,,35,
0007BB,2020-10-01,2020-10-31,1857,"300,83",30,,35,
0007BB,2020-11-01,2020-11-30,1987,"309,97",29,,35,
0007BR,2018-01-01,2018-01-31,2620,"281,73",30,,35,
0007BR,2018-02-01,2018-02-28,2355,"254,07",27,,35,
0007BR,2018-03-01,2018-03-31,2755,"294,96",30,,35,
0007BR,2018-04-01,2018-04-30,3149,"334,89",29,,35,
0007BR,2018-05-01,2018-05-31,3848,"407,32",30,,35,
0007BR,2018-06-01,2018-06-30,3718,"393,85",29,,35,
0007BR,2018-07-01,2018-07-31,4107,"434,44",30,,35,
0007BR,2018-08-01,2018-08-31,4237,"447,92",30,,35,
0007BR,2018-09-01,2018-09-30,3326,"356,08",29,,35,
0007BR,2018-10-01,2018-10-31,2613,"281,79",30,,35,
0007BR,2018-11-01,2018-11-30,2396,"259,19",29,,35,
0007BR,2018-12-01,2018-12-31,2511,"271,31",30,,35,
0007BR,2019-01-01,2019-01-31,2500,"263,64",30,,35,
0007BR,2019-02-01,2019-02-28,2227,"235,58",27,,35,
0007BR,2019-03-01,2019-03-31,2538,"267,20",30,,35,
0007BR,2019-04-01,2019-04-30,2520,"265,35",29,,35,
0007BR,2019-05-01,2019-05-31,2581,"271,61",30,,35,
0007BR,2019-06-01,2019-06-30,2816,"296,42",29,,35,
0007BR,2019-07-01,2019-07-31,2731,"287,14",30,,35,
0007BR,2019-08-01,2019-08-31,2775,"291,72",30,,35,
0007BR,2019-09-01,2019-09-30,2636,"277,46",29,,35,
0007BR,2019-10-01,2019-10-31,2721,"286,23",30,,35,
0007BR,2019-11-01,2019-11-30,2584,"272,27",29,,35,
0007BR,2019-12-01,2019-12-31,2772,"291,44",30,,35,
0007BR,2020-01-01,2020-01-31,2834,"355,75",30,,35,
0007BR,2020-02-01,2020-02-29,2688,"337,88",28,,35,
0007BR,2020-03-01,2020-03-31,2820,"352,29",30,,35,
0007BR,2020-04-01,2020-04-30,2812,"351,17",29,,35,
0007BR,2020-05-01,2020-05-31,2811,"352,71",30,,35,
0007BR,2020-06-01,2020-06-30,2747,"344,48",29,,35,
0007BR,2020-07-01,2020-07-31,2887,"359,93",30,,35,
0007BR,2020-08-01,2020-08-31,2914,"363,22",30,,35,
0007BR,2020-09-01,2020-09-30,2802,"349,58",29,,35,
0007BR,2020-10-01,2020-10-31,2836,"353,72",30,,35,
0007BR,2020-11-01,2020-11-30,2690,"335,95",29,,35,
0008BB,2018-01-01,2018-12-31,38519,"5 096,07",364,,24,
0008BB,2019-01-01,2019-01-31,3559,"448,59",30,,24,
0008BB,2019-02-01,2019-02-28,3123,"385,65",27,,24,
0008BB,2019-03-01,2019-03-31,3450,"424,95",30,,24,
0008BB,2019-04-01,2019-04-30,3130,"385,91",29,,24,
0008BB,2019-05-01,2019-05-31,3174,"390,34",30,,24,
0008BB,2019-06-01,2019-06-30,3376,"415,66",29,,24,
0008BB,2019-07-01,2019-07-31,3527,"434,07",30,,24,
0008BB,2019-08-01,2019-08-31,3545,"435,75",30,,24,
0008BB,2019-09-01,2019-09-30,3371,"414,48",29,,24,
0008BB,2019-10-01,2019-10-31,3434,"421,74",30,,24,
0008BB,2019-11-01,2019-11-30,3284,"403,80",29,,24,
0008BB,2019-12-01,2019-12-31,3269,"401,94",30,,24,
0008BB,2020-01-01,2020-01-31,3277,"463,95",30,,24,
0008BB,2020-02-01,2020-02-29,3062,"435,72",28,,24,
0008BB,2020-03-01,2020-03-31,3247,"464,40",30,,24,
0008BB,2020-04-01,2020-04-30,3131,"446,82",29,,24,
0008BB,2020-05-01,2020-05-31,3235,"460,84",30,,24,
0008BB,2020-06-01,2020-06-30,3267,"465,56",29,,24,
0008BB,2020-07-01,2020-07-31,3524,"500,24",30,,24,
0008BB,2020-08-01,2020-08-31,3516,"497,99",30,,24,
0008BB,2020-09-01,2020-09-30,3294,"467,29",29,,24,
0008BB,2020-10-01,2020-10-31,3378,"478,44",30,,24,
0008BB,2020-11-01,2020-11-30,3186,"442,00",29,,24,
0008BR,2018-01-01,2018-12-31,28936,"3 342,01",364,,3,
0008BR,2019-01-01,2019-09-11,20339,"2 305,16",253,,3,
0008BR,2019-09-12,2019-12-31,9483,"1 067,71",110,,3,
0008KO,2018-01-01,2018-01-31,2484,"307,08",30,,35,
0008KO,2018-02-01,2018-02-28,2298,"284,67",27,,35,
0008KO,2018-03-01,2018-03-31,2503,"309,37",30,,35,
0008KO,2018-04-01,2018-04-30,2419,"299,25",29,,35,
0008KO,2018-05-01,2018-05-31,2508,"309,97",30,,35,
0008KO,2018-06-01,2018-06-30,2426,"300,09",29,,35,
0008KO,2018-07-01,2018-07-31,2517,"311,23",30,,35,
0008KO,2018-08-01,2018-08-31,2510,"310,39",30,,35,
0008KO,2018-09-01,2018-09-30,2426,"302,17",29,,35,
0008KO,2018-10-01,2018-10-31,2843,"352,77",30,,35,
0008KO,2018-11-01,2018-11-30,2884,"357,75",29,,35,
0008KO,2018-12-01,2018-12-31,2957,"366,61",30,,35,
0008KO,2019-01-01,2019-01-31,2965,"404,07",30,,35,
0008KO,2019-02-01,2019-02-28,2673,"365,05",27,,35,
0008KO,2019-03-01,2019-03-31,2957,"403,00",30,,35,
0008KO,2019-04-01,2019-04-30,2727,"372,27",29,,35,
0008KO,2019-05-01,2019-05-31,2613,"357,04",30,,35,
0008KO,2019-06-01,2019-06-30,2584,"353,16",29,,35,
0008KO,2019-07-01,2019-07-31,2633,"359,71",30,,35,
0008KO,2019-08-01,2019-08-31,2653,"362,38",30,,35,
0008KO,2019-09-01,2019-09-30,2558,"349,69",29,,35,
0008KO,2019-10-01,2019-10-31,2651,"362,11",30,,35,
0008KO,2019-11-01,2019-11-30,2551,"348,75",29,,35,
0008KO,2019-12-01,2019-12-31,2610,"356,64",30,,35,
0008KO,2020-01-01,2020-01-31,2625,"356,59",30,,35,
0008KO,2020-02-01,2020-02-29,2519,"342,55",28,,35,
0008KO,2020-03-01,2020-03-31,2680,"363,88",30,,35,
0008KO,2020-04-01,2020-04-30,2693,"365,60",29,,35,
0008KO,2020-05-01,2020-05-31,2791,"378,58",30,,35,
0008KO,2020-06-01,2020-06-30,2718,"368,91",29,,35,
0008KO,2020-07-01,2020-07-31,2868,"388,79",30,,35,
0008KO,2020-08-01,2020-08-31,2902,"393,29",30,,35,
0008KO,2020-09-01,2020-09-30,2831,"383,88",29,,35,
0008KO,2020-10-01,2020-10-31,2902,"393,29",30,,35,
0008KO,2020-11-01,2020-11-30,2781,"377,26",29,,35,
0009BB,2018-01-01,2018-01-31,2370,"306,70",30,,35,
0009BB,2018-02-01,2018-02-28,2135,"277,21",27,,35,
0009BB,2018-03-01,2018-03-31,2366,"306,45",30,,35,
0009BB,2018-04-01,2018-04-30,2436,"314,57",29,,35,
0009BB,2018-05-01,2018-05-31,2582,"333,98",30,,35,
0009BB,2018-06-01,2018-06-30,2540,"327,70",29,,35,
0009BB,2018-07-01,2018-07-31,2943,"379,44",30,,35,
0009BB,2018-08-01,2018-08-31,2964,"382,43",30,,35,
0009BB,2018-09-01,2018-09-30,2835,"367,86",29,,35,
0009BB,2018-10-01,2018-10-31,2913,"377,68",30,,35,
0009BB,2018-11-01,2018-11-30,2797,"362,88",29,,35,
0009BB,2018-12-01,2018-12-31,3021,"390,99",30,,35,
0009BB,2019-01-01,2019-01-31,3027,"373,70",30,,35,
0009BB,2019-02-01,2019-02-28,2675,"333,61",27,,35,
0009BB,2019-03-01,2019-03-31,3006,"372,20",30,,35,
0009BB,2019-04-01,2019-04-30,2683,"331,52",29,,35,
0009BB,2019-05-01,2019-05-31,2782,"340,73",30,,35,
0009BB,2019-06-01,2019-06-30,2998,"367,70",29,,35,
0009BB,2019-07-01,2019-07-31,3031,"370,77",30,,35,
0009BB,2019-08-01,2019-08-31,3073,"376,80",30,,35,
0009BB,2019-09-01,2019-09-30,2866,"354,27",29,,35,
0009BB,2019-10-01,2019-10-31,2937,"362,61",30,,35,
0009BB,2019-11-01,2019-11-30,2750,"339,48",29,,35,
0009BB,2019-12-01,2019-12-31,2812,"346,81",30,,35,
0009BB,2020-01-01,2020-01-31,2815,"399,87",30,,35,
0009BB,2020-02-01,2020-02-29,2611,"373,14",28,,35,
0009BB,2020-03-01,2020-03-31,2738,"393,38",30,,35,
0009BB,2020-04-01,2020-04-30,2658,"381,03",29,,35,
0009BB,2020-05-01,2020-05-31,2742,"392,39",30,,35,
0009BB,2020-06-01,2020-06-30,2697,"386,03",29,,35,
0009BB,2020-07-01,2020-07-31,2843,"405,42",30,,35,
0009BB,2020-08-01,2020-08-31,2895,"411,47",30,,35,
0009BB,2020-09-01,2020-09-30,2768,"393,75",29,,35,
0009BB,2020-10-01,2020-10-31,2846,"404,49",30,,35,
0009BB,2020-11-01,2020-11-30,2731,"378,69",29,,35,
0009BR,2018-01-01,2018-03-31,6516,"982,92",89,,11,
0009BR,2018-04-01,2018-07-02,6591,"791,76",92,,11,
0009BR,2018-07-01,2018-09-30,6741,"806,03",91,,11,
0009BR,2018-10-01,2018-12-31,7399,"917,76",91,,11,
0009BR,2019-01-01,2019-03-31,6774,"997,27",89,,11,
0009BR,2019-04-01,2019-06-30,7421,"1 274,48",90,,11,
0009BR,2019-07-01,2019-09-30,7650,"1 300,58",91,,11,
0009BR,2019-10-01,2019-12-31,7427,"1 301,21",91,,11,
0009BR,2020-01-01,2020-03-31,7322,"1 278,42",90,,11,
0009BR,2020-04-01,2020-06-30,7325,"1 317,53",90,,11,
0009BR,2020-07-01,2020-09-30,7516,"1 238,88",91,,11,
0009KO,2018-01-01,2018-03-31,7741,"994,72",89,,11,
0009KO,2018-04-01,2018-06-30,7551,"999,00",90,,11,
0009KO,2018-07-01,2018-09-30,7910,"1 021,18",91,,11,
0009KO,2018-10-01,2018-12-31,7950,"1 042,25",91,,11,
0009KO,2019-01-01,2019-03-31,9378,"1 208,82",89,,11,
0009KO,2019-04-01,2019-06-30,8192,"1 117,39",90,,11,
0009KO,2019-07-01,2019-09-30,8130,"1 017,06",91,,11,
0009KO,2019-10-01,2019-12-31,8040,"1 000,18",91,,11,
0009KO,2020-01-01,2020-03-31,8080,"1 092,42",90,,11,
0009KO,2020-04-01,2020-06-30,8511,"1 225,58",90,,11,
0009KO,2020-07-01,2020-09-30,8849,"1 251,25",91,,11,
0010BB,2018-01-01,2018-01-31,2467,"318,71",30,,35,
0010BB,2018-02-01,2018-02-28,2172,"281,64",27,,35,
0010BB,2018-03-01,2018-03-31,2494,"322,51",30,,35,
0010BB,2018-04-01,2018-04-30,2504,"323,93",29,,35,
0010BB,2018-05-01,2018-05-31,2897,"373,23",30,,35,
0010BB,2018-06-01,2018-06-30,3015,"388,53",29,,35,
0010BB,2018-07-01,2018-07-31,3195,"411,86",30,,35,
0010BB,2018-08-01,2018-08-31,3220,"415,38",30,,35,
0010BB,2018-09-01,2018-09-30,3030,"393,23",29,,35,
0010BB,2018-10-01,2018-10-31,3073,"397,86",30,,35,
0010BB,2018-11-01,2018-11-30,3029,"392,19",29,,35,
0010BB,2018-12-01,2018-12-31,3244,"418,95",30,,35,
0010BB,2019-01-01,2019-01-31,3218,"395,91",30,,35,
0010BB,2019-02-01,2019-02-28,2851,"353,96",27,,35,
0010BB,2019-03-01,2019-03-31,3158,"389,55",30,,35,
0010BB,2019-04-01,2019-04-30,2735,"337,49",29,,35,
0010BB,2019-05-01,2019-05-31,2799,"344,49",30,,35,
0010BB,2019-06-01,2019-06-30,2992,"369,14",29,,35,
0010BB,2019-07-01,2019-07-31,3088,"379,54",30,,35,
0010BB,2019-08-01,2019-08-31,3125,"384,93",30,,35,
0010BB,2019-09-01,2019-09-30,2954,"365,29",29,,35,
0010BB,2019-10-01,2019-10-31,3018,"371,89",30,,35,
0010BB,2019-11-01,2019-11-30,2858,"352,46",29,,35,
0010BB,2019-12-01,2019-12-31,2935,"361,65",30,,35,
0010BB,2020-01-01,2020-01-31,2932,"415,96",30,,35,
0010BB,2020-02-01,2020-02-29,2722,"388,40",28,,35,
0010BB,2020-03-01,2020-03-31,2883,"413,84",30,,35,
0010BB,2020-04-01,2020-04-30,2803,"401,36",29,,35,
0010BB,2020-05-01,2020-05-31,2893,"413,48",30,,35,
0010BB,2020-06-01,2020-06-30,2848,"407,01",29,,35,
0010BB,2020-07-01,2020-07-31,2981,"424,52",30,,35,
0010BB,2020-08-01,2020-08-31,3038,"431,47",30,,35,
0010BB,2020-09-01,2020-09-30,2911,"413,90",29,,35,
0010BB,2020-10-01,2020-10-31,2985,"423,65",30,,35,
0010BB,2020-11-01,2020-11-30,2860,"396,52",29,,35,
0010BR,2018-01-01,2018-01-31,2453,"267,99",30,,35,
0010BR,2018-02-01,2018-02-28,2226,"243,87",27,,35,
0010BR,2018-03-01,2018-03-31,2495,"272,30",30,,35,
0010BR,2018-04-01,2018-04-30,2443,"266,78",29,,35,
0010BR,2018-05-01,2018-05-31,2551,"278,15",30,,35,
0010BR,2018-06-01,2018-06-30,2471,"269,63",29,,35,
0010BR,2018-07-01,2018-07-31,2551,"278,27",30,,35,
0010BR,2018-08-01,2018-08-31,2555,"278,64",30,,35,
0010BR,2018-09-01,2018-09-30,2441,"268,45",29,,35,
0010BR,2018-10-01,2018-10-31,2507,"275,44",30,,35,
0010BR,2018-11-01,2018-11-30,2407,"264,75",29,,35,
0010BR,2018-12-01,2018-12-31,2465,"270,92",30,,35,
0010BR,2019-01-01,2019-01-31,2443,"262,18",30,,35,
0010BR,2019-02-01,2019-02-28,2221,"239,06",27,,35,
0010BR,2019-03-01,2019-03-31,2467,"264,62",30,,35,
0010BR,2019-04-01,2019-04-30,2401,"257,73",29,,35,
0010BR,2019-05-01,2019-05-31,2490,"266,94",30,,35,
0010BR,2019-06-01,2019-06-30,2472,"265,01",29,,35,
0010BR,2019-07-01,2019-07-31,2565,"273,75",30,,35,
0010BR,2019-08-01,2019-08-31,2734,"286,41",30,,35,
0010BR,2019-09-01,2019-09-30,2625,"275,28",29,,35,
0010BR,2019-10-01,2019-10-31,2628,"275,58",30,,35,
0010BR,2019-11-01,2019-11-30,2499,"262,45",29,,35,
0010BR,2019-12-01,2019-12-31,2596,"272,33",30,,35,
0010BR,2020-01-01,2020-01-31,2598,"325,71",30,,35,
0010BR,2020-02-01,2020-02-29,2502,"313,97",28,,35,
0010BR,2020-03-01,2020-03-31,2700,"336,51",30,,35,
0010BR,2020-04-01,2020-04-30,2729,"340,04",29,,35,
0010BR,2020-05-01,2020-05-31,2819,"350,99",30,,35,
0010BR,2020-06-01,2020-06-30,2765,"344,42",29,,35,
0010BR,2020-07-01,2020-07-31,2927,"364,14",30,,35,
0010BR,2020-08-01,2020-08-31,2970,"369,37",30,,35,
0010BR,2020-09-01,2020-09-30,2847,"354,40",29,,35,
0010BR,2020-10-01,2020-10-31,2905,"361,46",30,,35,
0010BR,2020-11-01,2020-11-30,2778,"346,00",29,,35,
0010KO,2018-01-01,2018-01-31,2370,"294,55",30,,35,
0010KO,2018-02-01,2018-02-28,2152,"268,28",27,,35,
0010KO,2018-03-01,2018-03-31,2379,"295,63",30,,35,
0010KO,2018-04-01,2018-04-30,2336,"290,45",29,,35,
0010KO,2018-05-01,2018-05-31,2429,"301,66",30,,35,
0010KO,2018-06-01,2018-06-30,2359,"293,22",29,,35,
0010KO,2018-07-01,2018-07-31,2448,"304,12",30,,35,
0010KO,2018-08-01,2018-08-31,2478,"307,73",30,,35,
0010KO,2018-09-01,2018-09-30,2359,"295,24",29,,35,
0010KO,2018-10-01,2018-10-31,2417,"302,28",30,,35,
0010KO,2018-11-01,2018-11-30,2322,"290,75",29,,35,
0010KO,2018-12-01,2018-12-31,2672,"333,22",30,,35,
0010KO,2019-01-01,2019-01-31,2864,"391,79",30,,35,
0010KO,2019-02-01,2019-02-28,2588,"354,92",27,,35,
0010KO,2019-03-01,2019-03-31,2745,"375,89",30,,35,
0010KO,2019-04-01,2019-04-30,2523,"346,23",29,,35,
0010KO,2019-05-01,2019-05-31,2593,"355,58",30,,35,
0010KO,2019-06-01,2019-06-30,2554,"350,37",29,,35,
0010KO,2019-07-01,2019-07-31,2605,"357,19",30,,35,
0010KO,2019-08-01,2019-08-31,2617,"358,79",30,,35,
0010KO,2019-09-01,2019-09-30,2521,"345,96",29,,35,
0010KO,2019-10-01,2019-10-31,2601,"356,65",30,,35,
0010KO,2019-11-01,2019-11-30,2503,"343,56",29,,35,
0010KO,2019-12-01,2019-12-31,2564,"351,71",30,,35,
0010KO,2020-01-01,2020-01-31,2576,"351,46",30,,35,
0010KO,2020-02-01,2020-02-29,2474,"337,95",28,,35,
0010KO,2020-03-01,2020-03-31,2638,"359,68",30,,35,
0010KO,2020-04-01,2020-04-30,2654,"361,80",29,,35,
0010KO,2020-05-01,2020-05-31,2739,"373,06",30,,35,
0010KO,2020-06-01,2020-06-30,2675,"364,58",29,,35,
0010KO,2020-07-01,2020-07-31,2817,"383,39",30,,35,
0010KO,2020-08-01,2020-08-31,2872,"390,68",30,,35,
0010KO,2020-09-01,2020-09-30,2757,"375,44",29,,35,
0010KO,2020-10-01,2020-10-31,2833,"385,51",30,,35,
0010KO,2020-11-01,2020-11-30,2717,"370,14",29,,35,
0011BB,2018-01-01,2018-01-31,2631,"337,73",30,,35,
0011BB,2018-02-01,2018-02-28,2505,"320,94",27,,35,
0011BB,2018-03-01,2018-03-31,2352,"303,75",30,,35,
0011BB,2018-04-01,2018-04-30,1796,"235,36",29,,35,
0011BB,2018-05-01,2018-05-31,1917,"250,89",30,,35,
0011BB,2018-06-01,2018-06-30,1893,"247,37",29,,35,
0011BB,2018-07-01,2018-07-31,1992,"261,07",30,,35,
0011BB,2018-08-01,2018-08-31,2019,"264,60",30,,35,
0011BB,2018-09-01,2018-09-30,1879,"248,21",29,,35,
0011BB,2018-10-01,2018-10-31,1866,"245,45",30,,35,
0011BB,2018-11-01,2018-11-30,1775,"233,82",29,,35,
0011BB,2018-12-01,2018-12-31,1823,"239,71",30,,35,
0011BB,2019-01-01,2019-01-31,1839,"231,09",30,,35,
0011BB,2019-02-01,2019-02-28,1646,"208,13",27,,35,
0011BB,2019-03-01,2019-03-31,1803,"227,33",30,,35,
0011BB,2019-04-01,2019-04-30,1698,"215,11",29,,35,
0011BB,2019-05-01,2019-05-31,1762,"221,84",30,,35,
0011BB,2019-06-01,2019-06-30,1783,"225,16",29,,35,
0011BB,2019-07-01,2019-07-31,1816,"229,04",30,,35,
0011BB,2019-08-01,2019-08-31,1833,"231,12",30,,35,
0011BB,2019-09-01,2019-09-30,1723,"217,51",29,,35,
0011BB,2019-10-01,2019-10-31,1774,"223,48",30,,35,
0011BB,2019-11-01,2019-11-30,1700,"214,65",29,,35,
0011BB,2019-12-01,2019-12-31,1766,"222,41",30,,35,
0011BB,2020-01-01,2020-01-31,1760,"262,79",30,,35,
0011BB,2020-02-01,2020-02-29,1646,"246,68",28,,35,
0011BB,2020-03-01,2020-03-31,1792,"266,09",30,,35,
0011BB,2020-04-01,2020-04-30,1734,"257,36",29,,35,
0011BB,2020-05-01,2020-05-31,1785,"265,18",30,,35,
0011BB,2020-06-01,2020-06-30,1782,"269,32",29,,35,
0011BB,2020-07-01,2020-07-31,1903,"285,95",30,,35,
0011BB,2020-08-01,2020-08-31,1912,"287,00",30,,35,
0011BB,2020-09-01,2020-09-30,1798,"270,76",29,,35,
0011BB,2020-10-01,2020-10-31,1815,"272,85",30,,35,
0011BB,2020-11-01,2020-11-30,1740,"240,79",29,,35,
0011KO,2018-01-01,2018-01-31,1980,"246,96",30,,35,
0011KO,2018-02-01,2018-02-28,1790,"224,07",27,,35,
0011KO,2018-03-01,2018-03-31,1981,"247,08",30,,35,
0011KO,2018-04-01,2018-04-30,1948,"243,10",29,,35,
0011KO,2018-05-01,2018-05-31,2024,"252,26",30,,35,
0011KO,2018-06-01,2018-06-30,1987,"247,80",29,,35,
0011KO,2018-07-01,2018-07-31,2045,"254,93",30,,35,
0011KO,2018-08-01,2018-08-31,2080,"259,15",30,,35,
0011KO,2018-09-01,2018-09-30,2008,"252,05",29,,35,
0011KO,2018-10-01,2018-10-31,2353,"293,92",30,,35,
0011KO,2018-11-01,2018-11-30,2280,"285,06",29,,35,
0011KO,2018-12-01,2018-12-31,2365,"295,37",30,,35,
0011KO,2019-01-01,2019-01-31,2381,"326,65",30,,35,
0011KO,2019-02-01,2019-02-28,2119,"291,64",27,,35,
0011KO,2019-03-01,2019-03-31,2259,"310,35",30,,35,
0011KO,2019-04-01,2019-04-30,2061,"283,89",29,,35,
0011KO,2019-05-01,2019-05-31,2147,"295,38",30,,35,
0011KO,2019-06-01,2019-06-30,2205,"303,13",29,,35,
0011KO,2019-07-01,2019-07-31,2245,"308,48",30,,35,
0011KO,2019-08-01,2019-08-31,2262,"310,75",30,,35,
0011KO,2019-09-01,2019-09-30,2149,"295,65",29,,35,
0011KO,2019-10-01,2019-10-31,2216,"304,60",30,,35,
0011KO,2019-11-01,2019-11-30,2134,"293,64",29,,35,
0011KO,2019-12-01,2019-12-31,2195,"301,79",30,,35,
0011KO,2020-01-01,2020-01-31,2190,"299,65",30,,35,
0011KO,2020-02-01,2020-02-29,2093,"286,80",28,,35,
0011KO,2020-03-01,2020-03-31,2210,"302,30",30,,35,
0011KO,2020-04-01,2020-04-30,2290,"312,90",29,,35,
0011KO,2020-05-01,2020-05-31,2360,"322,17",30,,35,
0011KO,2020-06-01,2020-06-30,2306,"315,02",29,,35,
0011KO,2020-07-01,2020-07-31,2449,"333,96",30,,35,
0011KO,2020-08-01,2020-08-31,2458,"335,15",30,,35,
0011KO,2020-09-01,2020-09-30,2355,"321,51",29,,35,
0011KO,2020-10-01,2020-10-31,2406,"328,26",30,,35,
0011KO,2020-11-01,2020-11-30,2313,"306,41",29,,35,
0012BB,2018-01-01,2018-01-31,1469,"200,80",30,,35,
